Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2011,2
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,2011,9
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,2011,4
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,2011,6
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,2011,6
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,2011,11
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,2011,3
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,2011,3
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,2011,3
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,2011,1
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2011,3
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,2011,
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,2011,3
"American Indian or Alaska Native, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2011,1
"Asian, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,2011,18
"Asian, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,2011,258
"Asian, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,2011,55
"Asian, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,2011,49
"Asian, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2011,19
"Asian, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2011,56
"Asian, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2011,106
"Asian, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2011,48
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,2011,31
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,2011,10
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,2011,24
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,2011,14
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,2011,5
"Asian, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,2011,23
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2011,14
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,2011,64
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,2011,22
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,2011,27
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2011,120
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,2011,9
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,2011,31
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,2011,41
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,2011,54
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,2011,7
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,2011,24
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,2011,1
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,2011,7
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,2011,3
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2011,5
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,2011,15
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,2011,12
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2011,31
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,2011,47
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,2011,6
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2011,7
"Asian, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2011,28
"Asian, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,2011,393
"Asian, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,2011,101
"Asian, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,2011,85
"Asian, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2011,14
"Asian, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2011,29
"Asian, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2011,44
"Asian, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2011,36
