Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2016,14.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,2016,103.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,2016,45.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,2016,16.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2016,82.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,2016,7.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,2016,45.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,2016,53.0
"Asian, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,2016,74.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,2016,4.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,2016,18.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,2016,1.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,2016,5.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,2016,10.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,2016,13.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,2016,10.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2016,36.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,2016,57.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,2016,3.0
"Asian, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2016,12.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2016,32.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,2016,409.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,2016,106.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,2016,74.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2016,24.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2016,28.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2016,30.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2016,35.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,2016,152.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,2016,12.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,2016,34.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,2016,14.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,2016,18.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,2016,67.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2016,7.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,2016,59.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,2016,31.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,2016,8.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2016,27.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2016,6.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,2016,19.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,2016,26.0
"Asian, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,2016,22.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,2016,12.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,2016,88.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,2016,4.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,2016,44.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,2016,23.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2016,13.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,2016,21.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,2016,40.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2016,48.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,2016,65.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,2016,23.0
"Asian, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2016,29.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,2016,16.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,2016,111.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,2016,32.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,2016,32.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2016,4.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2016,17.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2016,22.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2016,24.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,2016,50.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,2016,2.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,2016,12.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,2016,15.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,2016,15.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,2016,61.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2016,3.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,2016,13.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,2016,5.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,2016,5.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2016,27.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,2016,4.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,2016,12.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,2016,15.0
"Black or African American, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,2016,30.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,2016,55.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,2016,81.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,2016,6.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,2016,22.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,2016,22.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2016,1.0
"Black or African American, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,2016,22.0
